NOCCODE,OperatorPublicName,RefNm,OpNm,Licence,TLRegOwn,Mode,ManDivNm,GpNme,EBSRAgent,LO,SW,WM,WA,YO,NW,NE,SC,SE,EA,EM,NI,NX,Megabus,"New Bharat",Terravision,NCSD,Easybus,Yorks_RT,"Travel Enq",Comment,AuditDate,AuditEditor,AuditComment,Duplicate,"Date Ceased","Cessation Comment"
AKSS,"Arriva Kent and Surrey",Arriva,"Arriva Kent & Surrey Ltd",PK0000208,SE,Bus,"Arriva in the South East,",Arriva,,AKS,,,,,,,,AKSS,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AKTL,"A K Travel Ltd","A K Travel Ltd","A K Travel Ltd",PD1033192,WM,Bus,"A K Travel Ltd,",NoGroup_BusMode,,,,AKT,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2010-02-17 00:00:00","Ceased for Gary Leek"
AKTS,"AK Transport","AK Transport","Joseph Keith & Andrea Jem Watt",PM1072791,SC,Bus,"Joseph Keith & Andrea Jem Watt,",NoGroup_BusMode,,,,,,,,,AKT,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALBL,"Allan and Black","Allan and Black","Andrew C Brown & Partners",PM0000956,SC,Bus,"Andrew C Brown & Partners,",NoGroup_BusMode,,,,,,,,,ALB,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALBT,"Alba Travel","Alba Travel","Alba Travel Ltd",PC1022612,NE,Bus,"Alba Travel Ltd,",NoGroup_BusMode,,,,,,,,ALB,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALCG,"A-line Coaches","Aline Coaches (Gateshead)","David Charles Annis & Leslie Brian Annis",PB0002381,NE,Bus,"David Charles Annis & Leslie Brian Annis,",NoGroup_BusMode,,,,,,,,ALN,,,,,,,,,,,,,,,"2015-03-06 00:00:00","John Prince","Move NE code ALN from ALNE to ALCG",OK,,
ALDC,"Arnold Liddell Coaches (Bristol)","Arnold Liddell Coaches","Michael Liddell",PH1024407,SW,Bus,"Michael Liddell,",NoGroup_BusMode,,,ALC,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
ALGA,"Algar Travel",,"Algar Travel Ltd",PG1101143,WA,Bus,"Algar Travel Ltd,",NoGroup_BusMode,,,,,ALGA,,,,,,,,,,,,,,,,,,"2015-04-10 00:00:00","John Prince","Added for Debra Glaves",OK,,
ALIC,"ALC Travel Service of Coventry","ALC Travel Service of Coventry","A-Line Coaches Ltd",PD0000199,WM,Bus,"A-Line Coaches Ltd,",NoGroup_BusMode,,,,ALI,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALKN,"Allens (Kent)","Allens (Kent)","Allens (Kent) Ltd",PK1058895,SE,Bus,"Allens (Kent) Ltd,",NoGroup_BusMode,,,,,,,,,,ALKN,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-22 00:00:00","Ceased for David Dyson"
ALLA,"Direct Taxis","Direct Taxis","Alan Lawson",PD2014338,NW,Bus,"Alan Lawson",NoGroup_BusMode,,,,,,,DT,,,,,,,,,,,,,,,,"2022-11-03 00:00:00","Amy Brown",,,,
ALLN,"Allander Travel (Glasgow)","Allander Travel","Allander Coaches Ltd",PM0000035,SC,Bus,"Allander Coaches Ltd,",NoGroup_BusMode,,,,,,,,,ACL,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
ALMS,"Alastair MacDonald & Sons","Alastair MacDonald & Sons","Alastair Macdonald",PM0002384,SC,Bus,"Alastair Macdonald,",NoGroup_BusMode,,,,,,,,,ALM,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALNE,"A Line (Birmingham)","A Line (Birmingham)","A-Line Buses Limited",PD1051354,WM,Bus,"A-Line Buses Limited,",NoGroup_BusMode,,,,ALC,,,,,,,,,,,,,,,,,,,"2015-03-06 00:00:00","John Prince","Move NE code ALN from ALNE to ALCG",OK,"2010-09-22 00:00:00",Revoked
ALNO,"Arriva London North",Arriva,"Arriva London North Ltd",PK0002084,SE,Bus,"Arriva in the South East,",Arriva,,,,,,,,,,,,,,,,,,,,,,,"2021-01-06 00:00:00","Amy Brown",,OK,"2021-01-06 00:00:00",
ALNX,Airlynx,"Airlynx (Eastleigh)","Airlynx Limited",PH1024183,SW,Bus,"Airlynx Limited,",NoGroup_BusMode,,,AI,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
ALPA,"Alpha Coaches","Alpha Coaches","Raymond Stanley Borkowski",PH1015203,SW,Bus,"Raymond Stanley Borkowski,",NoGroup_BusMode,,,ALPA,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALPH,"Alun Bowen Phillips","Alun Bowen Phillips","Alun Bowen Phillips",PG0006187,WA,Bus,"Alun Bowen Phillips,",NoGroup_BusMode,,,,,ALPH,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALPI,Alpine,Alpine,"Hughes Bros (Llanrwst & Trefriw) Ltd",PG0007217,WA,Bus,"Hughes Bros (Llanrwst & Trefriw) Ltd,",NoGroup_BusMode,,,,,ALPI,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ALSC,"Al's Coaches","Als Coaches Ltd","Als Coaches Ltd",PC1036656,NW,Bus,"Als Coaches Ltd,",NoGroup_BusMode,,,,,,,AL,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
ALSC,"Al's Coaches","Als Coaches Ltd","Als Coaches Ltd",PC1036656,NW,Bus,"Als Coaches Ltd,",NoGroup_BusMode,,,,,,,2288,,,,,,,,,,,,,,,,"2016-09-19 00:00:00","Amy Brown","Added old local code back in",,,
ALSO,"Arriva London South",Arriva,"Arriva London South Ltd",PK0002261,SE,Bus,"Arriva in the South East,",Arriva,,,,,,,,,,,,,,,,,,,,,,,"2021-01-06 00:00:00","Amy Brown",,OK,"2021-01-06 00:00:00",
ALTO,Transpora,"Altonian Coaches","Altonian Coaches Limited",PH1089686,SW,Bus,"Altonian Coaches Limited",Transpora,,,ALTO,,,,,,,,,,,,,,,,,,,,,,,,,
ALTR,"A Line Travel","A Line Travel (owner Goddard, Cornwall)","Daniel Richard Tweedie",PH1128051,SW,Bus,"Daniel Richard Tweedie,",NoGroup_BusMode,,,AL,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
AMAC,"A MacDonald",,"Alasdair MacDonald",PM1059478,SC,Bus,"Alasdair MacDonald",NoGroup_BusMode,,,,,,,,,ALI,,,,,,,,,,,,,"Created for Stuart McNeill","2016-07-29 00:00:00","Amy Brown",,,,
AMAN,"Arriva North West","Arriva Manchester","Arriva Manchester Ltd",PC0002970,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,1857,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-08-07 00:00:00","Licence ceased for Richard Warwick"
AMBC,"Amber Coaches","Amber Coaches Ltd","Amber Coaches Ltd",PF0001932,SE,Bus,"Amber Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,AMBC,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AMBH,"Acorn Coach & Mini Bus Hire","Acorn Coach & Mini Bus Hire","Rubensaat Carl Martin & Levick Jill",PD0001651,WM,Bus,"Rubensaat Carl Martin & Levick Jill,",NoGroup_BusMode,,,,AMB,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
AMBS,"Ambassador Travel","Ambassador Travel (Anglia)","Ambassador Travel (Anglia) Ltd",PF0000458,EA,Bus,"Ambassador Travel (Anglia) Ltd,",NoGroup_BusMode,,,AMBS,,,,,,,,AMBS,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AMDD,"Alasdair Macdonald","Alasdair Macdonald","Alasdair Macdonald",PM1059478,SC,Bus,"Alasdair Macdonald,",NoGroup_BusMode,,,,,,,,,AMD,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
AMGR,Flexibus,"A & M Group","Spangap Ltd",PD0001892,WM,Bus,"Spangap Ltd,",NoGroup_BusMode,,,AMGR,AMG,,,,,,AMGR,,AMGR,,,,,,,,,,"Appears to be duplicated by NOC codes AAMG and AMMG - with WMTIS for review","2013-08-30 00:00:00","John Prince",,OK,,
AMID,"Arriva Midlands",Arriva,"Arriva Midlands Ltd",PF0007085,EM,Bus,"Arriva in the Midlands,",Arriva,,,,AFC,,,,,,,,AMID,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AMID,"Arriva Midlands",Arriva,"Arriva Midlands Ltd",PF0007085,EM,Bus,"Arriva in the Midlands,",Arriva,,,,,,,,,,,,AF1,,,,,,,,,,,,,,,,
AMKC,AMK,"AMK Mini Coaches","Amk Chauffeur Drive Ltd",PH1064233,SW,Bus,"Amk Chauffeur Drive Ltd,",NoGroup_BusMode,,,AM,,,,,,,AMKC,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
AMKZ,"Angus MacKenzie","Angus MacKenzie","Angus Mackenzie",PM0001796,SC,Bus,"Angus Mackenzie,",NoGroup_BusMode,,,,,,,,,AMK,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
AMMG,"The A & M Group (AMMG)","The A & M Group","Spangap Ltd",PD0001892,WM,Bus,"Spangap Ltd,",NoGroup_BusMode,,,,AMM,,,,,,,,,,,,,,,,,,"Appears to be duplicated by NOC code AMGR (main match)and AAMG - with WMTIS for review","2015-05-08 00:00:00","John Prince","Ceased in favour of AAMG or AMGR for Gary Leek",OK,"2015-05-08 00:00:00","Ceased in favour of AAMG or AMGR for Gary Leek"
AMNE,"Alex Milne","A Milne","Alex Milne & Partners",PM0001069,SC,Bus,"Alex Milne & Partners,",NoGroup_BusMode,,,,,,,,,AMN,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
AMNO,"Arriva Midlands","inc. Stevensons of Uttoxeter","Arriva Midlands North Ltd",PD0000478,WM,Bus,"Arriva in the Midlands,",Arriva,,,,AMN,AMID,,2033,,,,,,,,,,,,,,,,"2015-07-13 00:00:00","John Prince","Change Public Name for Steven Penn",OK,,
AMPM,"AM PM Travel Ltd","AM PM Travel Ltd","Am Pm Travel Limited",PD1083914,WM,Bus,"Am Pm Travel Limited,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
AMSY,"Arriva North West","Arriva Merseyside","Arriva Merseyside Ltd",PC0001141,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,AM,,,,,,,,,,,,,,,,"2017-03-01 00:00:00","Amy Brown",,OK,,
AMSY,"Arriva North West","Arriva Merseyside","Arriva Merseyside Ltd",PC0001141,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,,,,,,,,,,,,,,,,,"2017-03-01 00:00:00","Amy Brown",,Dup,,
AMSY,"Arriva North West","Arriva Merseyside","Arriva Merseyside Ltd",PC0001141,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,AMSY,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
AMSY,"Arriva North West","Arriva Merseyside","Arriva Merseyside Ltd",PC0001141,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,2411,,,,,,,,,,,,,,,,"2017-03-01 00:00:00","Amy Brown",,Dup,,
AMSY,"Arriva North West","Arriva Merseyside","Arriva Merseyside Ltd",PC0001141,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,,
AMTM,"Arriva Kent and Surrey",Arriva,"Arriva Kent Thameside Ltd",PK0001285,SE,Bus,"Arriva in the South East,",Arriva,,,,,,,,AKT,,AMTM,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AMVA,Amvale,Amvale,"Amvale Ltd",PF0002229,EM,Bus,"Amvale Ltd,",NoGroup_BusMode,,,,,,,,,,,,AMVA,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AMVA,Amvale,Amvale,"Amvale Ltd",PB0003906,EM,Bus,"Amvale Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2021-02-01 00:00:00",,,,,
AMZL,"Travel Royall","Travel Royall","Amza Ltd",PF0001577,EA,Bus,"Amza Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
ANCO,"Annes Executive Coaches","Annes Executive Coaches","Annes Executive Coaches",,WM,Bus,"Annes Executive Coaches,",NoGroup_BusMode,,,,ANC,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ANDB,"A and B Coaches","A And B","A and B Coaches",,NW,Bus,"A and B Coaches                              ,",NoGroup_BusMode,,,,,,,2273,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
ANDC,"Andrews Coaches","Andrews Coaches","David James Scandle",PB1070757,EM,Bus,"David James Scandle,",NoGroup_BusMode,,,,,,,,AND,,,,,,,,,,,,,,,"2016-08-10 00:00:00","Steven Penn","Removed EM code for David Dyson",OK,,
ANDL,"Andersons of Langholm","Andersons of Langholm","Ian Richard Anderson",PM0001352,SC,Bus,"Ian Richard Anderson,",NoGroup_BusMode,,,,,,,,ANL,AND,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ANEA,"Arriva North East","inc. Arriva Teeside, Tees & District, Durham County","Arriva Durham County Ltd",PB0002717,NE,Bus,"Arriva North East,",Arriva,,,,,,ANED,ANE,ANE,,,,,,,,,,,,ANE,,,"2015-09-11 00:00:00","john Prince","Change Public Name to Arriva North East for Steven Penn",OK,,"Unceased 4/8/15 for Steven Penn"
ANEA,"Arriva North East","inc. Arriva Teeside, Tees & District, Durham County","Arriva Durham County Ltd",PB0002717,NE,Bus,"Arriva North East,",Arriva,,,,,,ANE,,DC,,,,,,,,,,,,,,,"2015-09-11 00:00:00","john Prince","Change Public Name to Arriva North East for Steven Penn",Dup,,"Unceased 4/8/15 for Steven Penn"
ANEA,"Arriva North East","Arriva North East","Arriva Durham County Ltd",PB0002717,NE,Bus,"Arriva North East,",Arriva,,,,,,DC,,,,,,,,,,,,,,,,,,,,,,
ANGL,"Anglian Bus","Anglian Bus & Coach","Anglian Bus Ltd",PF0000333,EM,Bus,"Anglian Bus Ltd,","Go Ahead Group",,,,,,,,,,,,,,,,,,,,,,,"2020-05-28 00:00:00","Amy Brown",Ceased,OK,"2017-11-20 00:00:00","Absorbed into KonectBus"
ANIT,"Anita's Coaches","Anita's Coach & MiniBus Hire Ltd (Stanstead)","Anitas Coach & Minibus Hire Ltd",PF0006002,SE,Bus,"Anitas Coach & Minibus Hire Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
ANRW,Andrew's,Andrew's,"Andrew G S Morrison",PM1003623,SC,Bus,"Andrew G S Morrison,",NoGroup_BusMode,,,,,,,,,ANR,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ANSL,"Phil Anslow Travel",Anslow,"Philip Anslow",PG0006133,WA,Bus,"Philip Anslow,",NoGroup_BusMode,,,PA,,ANSL,,,,,,,,,,,,,,,,,,"2016-08-08 00:00:00","Steven Penn","Added SW code for Andy Hole",OK,,
ANTC,"Anthony's Coaches (Darwen)","Anthony's Coaches","Anthony Bachelor",PC0005288,NW,Bus,"Anthony Bachelor,",NoGroup_BusMode,,,,,,,1161,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
ANTR,"Andrews of Tideswell",Andrews,"Andrews Of Tideswell Ltd",PC0003422,EM,Bus,"Andrews Of Tideswell Ltd,",NoGroup_BusMode,,,,,,,,,,,,ANTR,,,,,,,,,,,"2016-08-10 00:00:00","Steven Penn","Updated Public Name for David Dyson",OK,,
ANTT,"Anthony's Travel","Anthony's Travel","Anthony Bamber & Partners",PC0003070,NW,Bus,"Anthony Bamber & Partners,",NoGroup_BusMode,,,,ANT,,,ANTT,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
ANTT,"Anthony's Travel","Anthony's Travel","Anthony Bamber & Partners",PC0003070,NW,Bus,"Anthony Bamber & Partners,",NoGroup_BusMode,,,,,,,2528,,,,,,,,,,,,,,,,"2016-09-19 00:00:00","Amy Brown","Added old local code back in",Dup,,
ANUM,"Arriva North East","Arriva Northumbria","Arriva Northumbria Ltd",PB0002032,NE,Bus,"Arriva North East,",Arriva,,,,,ANUM,,ARN,ARN,,,,,,,,,,,,,,,"2016-09-27 00:00:00","Amy Brown","Added NW code",OK,,
ANUM,"Arriva North East",,"Arriva Northumbria Ltd",PB0002032,NE,Bus,"Arriva North East,",Arriva,,,,,,,,NMS,,,,,,,,,,,,,,,"2018-09-11 00:00:00","Amy Brown","Added other local NE code",,,
ANWE,"Arriva North West","Arriva North West","Arriva North West Ltd",PC0002598,NW,Bus,"Arriva North West & Wales,",Arriva,,,,ANW,,,ANW,,,,,ANWE,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
ANWE,"Arriva North West","Arriva North West","Arriva North West Ltd",PC0002598,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,ARV,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
ANWE,"Arriva North West","Arriva North West","Arriva North West Ltd",PC0002598,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,NOR,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
ANWE,"Arriva North West","Arriva North West","Arriva North West Ltd",,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,ANWE,,,,,,,,,,,,,,,,"2017-03-01 00:00:00","Amy Brown",,Dup,,
ANWE,"Arriva North West","Arriva North West","Arriva North West Ltd",PC0002598,NW,Bus,"Arriva North West & Wales,",Arriva,,,,,,,2387,,,,,,,,,,,,,,,,"2016-09-19 00:00:00","Amy Brown","Added old local code back in",Dup,,
ANWR,"Wright Way To Travel","Wright Way To Travel","Andrew Wright Group Ltd",PC2027705,NW,Bus,"Andrew Wright Group Ltd",NoGroup_BusMode,,,,,,,ANWR,,,,,,,,,,,,,,,,,,,,,
AOLC,"A1 Coaches","A1 Coaches","A1 Coaches Ltd",PC1132563,NW,Bus,"A1 Coaches Ltd,",NoGroup_BusMode,,,,,,,AOLC,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
AOLC,"A1 Coaches","A1 Coaches","A1 Coaches Ltd",PC1132563,NW,Bus,"A1 Coaches Ltd,",NoGroup_BusMode,,,,,,,2911,,,,,,,,,,,,,,,,"2019-09-30 00:00:00","Amy Brown",,,,
AOSV,"Manchester Airport Operations","Airport Operations & Services (Manchester)","Manchester Airport Plc",PC0002752,NW,Bus,"Manchester Airport Plc,",NoGroup_BusMode,,,,,,,2689,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
AOTC,"AOT Travel","AOT Travel","Michael Rogers",PB1035638,EM,Bus,"Michael Rogers,",NoGroup_BusMode,,,,,,,,,,,,AOTC,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
AP8T,"Apollo 8 Travel (Cumbria)","Apollo 8 Travel","Apollo 8 Travel (Cumbria)",,NE,Bus,"Apollo 8 Travel (Cumbria)                 ,",NoGroup_BusMode,,,,,,,,AP8,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
APCA,"APCOA Parking (UK) Ltd","APCOA Parking (UK) Ltd","APCOA Parking (UK) Ltd",PK0003063,ADMIN,Bus,"APCOA Parking (UK) Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
APCO,"A & P Coaches","A & P Coaches","A & P Travel Ltd",PF1041026,EA,Bus,"A & P Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
APHL,"Airport Parking & Hotels","Airport Parking & Hotels","Airport Parking & Hotels Ltd",PC1094191,NW,Bus,"Airport Parking & Hotels Ltd",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APLT,"APL Travel","APL Travel","A P L Travel Ltd",PH0006922,SW,Bus,"A P L Travel Ltd,",NoGroup_BusMode,,,AP,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
APSS,"Airparks Services","Airparks Services","Airparks Management Ltd",PD0001301,WM,Bus,"Airparks Management Ltd,",NoGroup_BusMode,,,,,APSS,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
APTC,"A.P.T. Travel","A.P.T. Travel","A.P.T. Coaches Limited",PF1014809,SE,Bus,"A.P.T. Coaches Limited",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2021-03-10 00:00:00","Amy Brown","Added for Essex County Council",,,
APTR,"AP Travel Ltd","AP Travel Ltd","Ann Louise Phillips",PG1098265,WA,Bus,"Ann Louise Phillips ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2011-08-12 00:00:00","J Prince","Added for Wales",OK,,
APWA,"Polperro Shuttle and Minibus",,"Ann Patricia Wright & Partners",PH005317,SW,Bus,"Ann Patricia Wright & Partners,",NoGroup_BusMode,,,PSP,,,,,,,,,,,,,,,,,,,,"2015-04-13 00:00:00","John Prince","Change local code to PSP for Andy Hole",OK,,
AQUI,"Aquitaine Travel","Aquitaine Travel","Aquitaine Travel",,NW,Bus,"Aquitaine Travel        ,",NoGroup_BusMode,,,,,,,2259,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ARBB,"Arriva Beds and Bucks","Arriva (in Beds and Bucks)","Arriva The Shires Ltd",PF0000508,SE,Bus,"Arriva in the South East,",Arriva,,,ARBB,,,,,,,ARBB,,,,,,,,,,,,,"2016-11-16 00:00:00","Amy Brown","Added for David Dyson",,,
ARBU,"Arrow Bus","Arrow Bus","Arrow Bus",,WM,Bus,"Arrow Bus,",NoGroup_BusMode,,,,ARB,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2004-10-25 00:00:00","Ceased for Gary Leek"
ARCO,"Arnolds Coaches","Arnolds Coaches","Arnolds Coaches",,WM,Bus,"Arnolds Coaches,",NoGroup_BusMode,,,,ARC,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ARCT,"Archway Travel","Archway Travel","Joan Archer & Michael Roger Archer",PC0003059,NW,Bus,"Joan Archer & Michael Roger Archer,",NoGroup_BusMode,,,,,,,ARCT,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
ARDU,"Arriva North East",,"Arriva Durham County Ltd",PB0002717,NE,Bus,"Arriva North East,",Arriva,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ARGA,"Alston Road Garage","Alston Road Garage","Ian Roderick Tallentire & Ruth Christine Tallentire",PB0002041,NE,Bus,"Ian Roderick Tallentire & Ruth Christine Tallentire,",NoGroup_BusMode,,,,,,,,ARG,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ARGT,"ARG Travel","ARG Travel","Edward Constantine Coakley & Edward Neil Coakley",PM2009159,SC,Bus,"Edward Constantine Coakley & Edward Neil Coakley",NoGroup_BusMode,,,,,,,,,COA,,,,,,,,,,,,,,"2020-01-23 00:00:00","Amy Brown",,,,
ARHE,"Arriva Herts and Essex","Arriva (in Herts and Essex)","Arriva Kent Thameside Ltd",PF1116442,SE,Bus,"Arriva in the South East,",Arriva,,,ARHE,,,,,,,ARHE,,,,,,,,,,,,,"2016-11-16 00:00:00","Amy Brown","Added for David Dyson",,,
ARIL,"Air Line Connections","Air Line Connections","Rollinson Safeway Ltd",PB0001742,YO,Bus,"Rollinson Safeway Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ARMC,"Armchair (part of Westbus)","Armchair (part of Westbus)","Westbus Coach Services Ltd",PK1052675,LO,Bus,"Westbus Coach Services Ltd,",NoGroup_BusMode,,ARM,,*19,,,,,,ARMC,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-06-15 00:00:00","Data cleanse for David Dyson"
ARMS,"Armstrong Coaches (Brampton)","Armstrong Coaches","James Derek Armstrong",PC0003552,NE,Bus,"James Derek Armstrong,",NoGroup_BusMode,,,,,,,,ARM,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
ARNS,"Arnold Shaw Coaches","Arnold Shaw Coaches","Arnold Shaw Coaches",,WM,Bus,"Arnold Shaw Coaches,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
AROS,"Anthony Rossall","Anthony Rossall","Anthony Rossall",,NW,Bus,"Anthony Rossall         ,",NoGroup_BusMode,,,,,,,1174,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
ARRO,"Arrowebrook Coaches","Arrowebrook Coaches Ltd","Arrowebrook Coaches Ltd",PC1071909,NW,Bus,"Arrowebrook Coaches Ltd,",NoGroup_BusMode,,,,,,,ARRO,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
ARRO,"Arrowebrook Coaches","Arrowebrook Coaches Ltd","Arrowebrook Coaches Ltd",PC1071909,NW,Bus,"Arrowebrook Coaches Ltd,",NoGroup_BusMode,,,,,,,2646,,,,,,,,,,,,,,,,"2016-09-19 00:00:00","Amy Brown","Added old local code back in",Dup,,
